metal_impurity,lithium_input,process_time,sintering_temp,humidity,capacity
0.019364947431696252,2.2497781867502975,78.06733304015029,774.1319963066987,34.39171849076931,224.746
0.023586925,1.927030342834252,67.38949016292018,823.3179863195887,59.01792965574426,195.759
0.026898644502048825,,70.5624418,793.9558667053365,59.780330709392246,191.347
0.025266737848805284,2.0758062111161557,72.10861071848962,817.2564185594346,46.74867986892308,201.304
0.03141682,2.608867553764878,79.40350169,786.0523334,55.946033369627536,189.004
0.019992793,2.6130326817006093,58.08007416076304,797.1311292560567,50.54063255591113,210.59
0.032942252,2.074391987308564,75.00580085,782.1048611457113,43.07335107445405,198.615
0.020545271,2.132242197744427,60.19573176,796.4269790968052,46.301185658683465,220.016
0.020458135756415932,2.642667802338621,66.73667496704385,805.8026142530554,46.58197882930773,211.465
0.026014536486950072,2.651797437860788,77.15112241608523,799.3947147765614,53.895779846284654,189.023
0.032151039,2.2456683877763015,67.61156327,783.7641939,36.50132452833576,204.816
0.017864865455380515,1.9318459839948803,69.92186707548986,778.6927964491919,55.900124547736695,211.33
0.021325147,2.3545577994230658,82.05553127169783,756.9751043236354,45.246800354425645,205.379
0.019280448595407902,3.022514886418531,64.44081912185767,844.8020576568996,51.43420507965053,196.429
0.024656912734946242,,79.64983873,772.4161265090579,46.881521574753855,204.679
0.023836401671950006,1.8624755469669303,58.74271832934012,776.0531130569033,72,189.083
0.028021203,2.686899330773361,69.75753599064682,776.7083927455556,58.52784184630115,194.096
0.019659941323955342,1.4405715686346858,67.44587100390669,785.1402979562664,57.86191608818446,204.027
0.020147029,,77.86439823317303,782.5480941437381,57.45258410299395,204.275
0.029937138,3.025268861750395,74.75555539133629,788.9639668708757,51.38070334177696,191.962
0.025416906615770573,2.7170952488922553,64.09533720186303,787.0546591924253,53.43005150769291,199.668
0.028934510262305164,2.286589965937471,62.55555124949104,844.5722149028311,61.69155433793762,178.943
0.03124611,,72.95857453137099,795.9486048526434,50.724679255213964,201.709
0.027955185785850496,2.4762976338644607,76.81206047050166,777.2930451182751,39.38885825808349,209.997
0.024056034,2.615677191,56.54717115001003,812.0147088025277,,209.656
0.016438588339467843,1.5863032483125452,55.004459014166514,856.2059628000604,47.70093310760659,196.553
0.039525008662168494,3.054353740179447,76.35328395995097,785.2206483590458,41.50068471,185.568
,2.628134723907253,54.36639705541504,838.4855201304222,64.69530822657052,155.713
0.025922399337087603,2.5526771641420836,72.24277156150997,760.1350742319795,53.47812859573295,194.359
0.025453790293311813,2.8263124502283596,70.55600564,805.526256,58.10172654255863,199.156
