d50,metal_impurity,lithium_input,additive_ratio,process_time,sintering_temp,humidity,tank_pressure,capacity
4.328615267719345,0.019364947431696252,2.2497781867502975,0.1349782049313768,78.06733304015029,774.1319963066987,34.39171849076931,102.82169414917364,224.746
5.160850093975089,0.023586925,1.927030342834252,0.15267509342252045,67.38949016292018,823.3179863195887,59.01792965574426,100.19809209268365,195.759
3.901391439252276,0.026898644502048825,,0.14645470517931197,70.5624418,793.9558667053365,59.780330709392246,97.95721136678817,191.347
4.087618135957021,0.025266737848805284,2.0758062111161557,0.1428775727092846,72.10861071848962,817.2564185594346,46.74867986892308,106.42494280261138,201.304
4.544215922409939,0.03141682,2.608867553764878,0.15343154268305195,79.40350169,786.0523334,55.946033369627536,101.9517783634741,189.004
4.432371443750714,0.019992793,2.6130326817006093,0.15089119398689985,58.08007416076304,797.1311292560567,50.54063255591113,102.03674068921569,210.59
4.739928596803762,0.032942252,2.074391987308564,0.1576827835459148,75.00580085,782.1048611457113,43.07335107445405,104.48482393370318,198.615
4.368459420942837,0.020545271,2.132242197744427,0.15657975881257152,60.19573176,796.4269790968052,46.301185658683465,98.95382478325469,220.016
4.944041404909283,0.020458135756415932,2.642667802338621,0.14958539691076714,66.73667496704385,805.8026142530554,46.58197882930773,102.07145606220331,211.465
4.798486650485579,0.026014536486950072,2.651797437860788,0.14330597659797276,77.15112241608523,799.3947147765614,53.895779846284654,96.41248106323287,189.023
4.047198475496845,0.032151039,2.2456683877763015,0.13352887527576912,67.61156327,783.7641939,36.50132452833576,99.76084536728081,204.816
5.079289133844069,0.017864865455380515,1.9318459839948803,0.13866382319990123,69.92186707548986,778.6927964491919,55.900124547736695,,211.33
3.977156557801992,0.021325147,2.3545577994230658,0.13353942145611544,82.05553127169783,756.9751043236354,45.246800354425645,100.71320680699684,205.379
4.423255838,0.019280448595407902,3.022514886418531,0.15019996683971765,64.44081912185767,844.8020576568996,51.43420507965053,96.92950752,196.429
3.9272039381218202,0.024656912734946242,,0.1342331385244369,79.64983873,772.4161265090579,46.881521574753855,97.22027217578342,204.679
5.033092355399837,0.023836401671950006,1.8624755469669303,0.15214409433275997,58.74271832934012,776.0531130569033,72,105.99019267507536,189.083
5.266740757602394,0.028021203,2.686899330773361,0.14957048567445344,69.75753599064682,776.7083927455556,58.52784184630115,99.57762734075085,194.096
4.908885599,0.019659941323955342,1.4405715686346858,0.14300704401460848,67.44587100390669,785.1402979562664,57.86191608818446,100.39082356441865,204.027
3.3996033550976854,0.020147029,,0.15184950966105862,77.86439823317303,782.5480941437381,57.45258410299395,97.29121846573892,204.275
4.1932358390778735,0.029937138,3.025268861750395,0.16379091256410433,74.75555539133629,788.9639668708757,51.38070334177696,96.16618727704115,191.962
3.9987609007444505,0.025416906615770573,2.7170952488922553,0.16335755991995993,64.09533720186303,787.0546591924253,53.43005150769291,103.31886613017967,199.668
3.6260979981529613,0.028934510262305164,2.286589965937471,0.13692954317956513,62.55555124949104,844.5722149028311,61.69155433793762,98.85043803659204,178.943
4.654713018321942,0.03124611,,0.15443938793276857,72.95857453137099,795.9486048526434,50.724679255213964,104.22244558394115,201.709
5.017107725967407,0.027955185785850496,2.4762976338644607,0.14830631492594418,76.81206047050166,777.2930451182751,39.38885825808349,102.74770762706804,209.997
4.175714193159589,0.024056034,2.615677191,0.1504249679127122,56.54717115001003,812.0147088025277,,97.91217216,209.656
4.152316778,0.016438588339467843,1.5863032483125452,0.13336557998162996,55.004459014166514,856.2059628000604,47.70093310760659,97.44026994832355,196.553
5.233692102810078,0.039525008662168494,3.054353740179447,0.14270560572633925,76.35328395995097,785.2206483590458,41.50068471,99.51200223836528,185.568
5.278203182729194,,2.628134723907253,0.17705067169240407,54.36639705541504,838.4855201304222,64.69530822657052,,155.713
,0.025922399337087603,2.5526771641420836,0.144238439,72.24277156150997,760.1350742319795,53.47812859573295,102.33201272818523,194.359
4.652455291,0.025453790293311813,2.8263124502283596,0.14955429327668465,70.55600564,805.526256,58.10172654255863,101.41461556763542,199.156
4.698587765020312,0.027905703400357914,2.2963790607816432,0.151858466,63.95221186977559,790.6463614545548,62.58683921980194,106.27950492679179,188.355
4.340167904690007,0.035546982773748875,3.026566010876371,0.1368956931558552,69.80277490631319,813.6204999275976,53.635362705714904,102.78231544467454,190.939
4.613949210453813,0.026414847,2.5226917889152327,0.12233341559068701,73.67086665739896,800.3900818562876,61.77193578394525,100.4576875363074,195.305
4.902392071,0.023675993698958314,2.2690790980060647,0.1566382801369819,84.67500568724225,763.0436380669132,37.72910876,105.18205064249256,202.781
4.542392640556209,0.013120013061626187,2.8258191144097893,0.15239086678929575,64.63952082243995,832.9590057777237,59.41929511182155,105.19693481622983,210.791
4.534589977,0.028625603,2.7098219272854234,0.1558235034241766,77.51736548698148,818.0596635756406,40.57357101508107,102.96875180378456,202.243
3.583736032131122,0.025833387,3.586740964367489,0.14281720157633723,69.86751765967726,824.0960716528359,40.623942459241476,99.79914048,207.522
5.025428829777339,0.027901302,3.1636790002199273,0.15955312036106695,60.00147690865782,768.0174311,52.49607577240995,97.98657916781026,202.457
4.392466420119065,0.022238642,1.3739006182145057,0.15390906322793355,76.51237363378405,829.5366496272712,45.27117259847115,93.81028516958577,216.353
4.0420013716105645,0.018390768952796177,2.2703207167170727,0.15034400892698696,71.79206000943911,775.9684847291026,51.86302416109735,103.20541466796712,207.316
4.550883219153802,0.021870782,1.877626489824391,0.16281455547658974,64.94629649963301,796.1558892593087,48.99992775744338,96.82439175406478,195.695
4.377338731992055,0.006489181,2.7213643165317656,0.15354116501324092,70.86287141577657,797.3106826163092,56.734560535120494,102.57038194769959,206.321
3.502648736219753,,1.9518495387406518,0.1354835278589386,71.30980001974773,779.2808551157077,37.181923671528594,103.92865205458158,197.554
4.175090542930265,0.029626479,3.1924324103703787,0.14328223966361664,73.55873463278981,815.6789384300018,50.43482868312306,93.06968969010207,201.336
3.971117444907795,0.017493261,2.5541807090137705,0.14996776096656955,68.28494972157486,799.0962338962319,48.56310868934833,97.88598021139035,212.511
4.517258324968248,0.02983356,1.4407744441673724,0.1331781460255718,69.38910469407345,787.9189758013181,39.628221375401914,94.02081888683753,215.771
4.770049310664616,0.017686208,2.1072808848713516,0.16153585889569397,66.24097585010648,792.1277674095163,49.44689652219088,103.98305839680307,214.983
5.261959615155565,0.024202108400756858,2.7628822197755447,0.1341781848462296,73.22827594121313,766.9280566814373,63.76615864932787,102.4107550581358,185.654
4.609093198292636,0.021863245,1.933569582202999,0.1373024758871031,87.73359943305661,768.4923112582779,45.72879809301156,98.18499786,194.503
4.242877978831089,0.018306699860757048,1.883684176093149,0.15867222416571983,75.04259680779995,823.3191150582632,38.18513746523415,98.97164154740686,221.372
4.515105671431495,0.008656547,2.0847131053321393,0.14960190593317074,65.08215359291319,795.1111918315535,50.55504908106223,106.23094158716125,222.478
4.166101341476769,0.030549315,2.677716489985579,0.1368261588701039,68.17457849783871,802.2689247907683,33.416132512069666,95.23129752,217.83
3.6754764648707328,0.019373476,2.561132194535468,0.14985325649415382,77.37328275437683,775.4038599191518,47.72508929567924,98.77876529094902,207.928
