id,timestamp,d50,d90,metal_impurity,lithium_input,additive_ratio,process_time,sintering_temp,humidity,tank_pressure,operator_id,quality_defect
LOT-20251202-00000,2025.12.2 00:00,4.328615268,8.704278085,0.019364947,2.249778187,0.134978205,78.06733304,774.1319963,34.39171849,102.8216941,OP_A,0
LOT-20251202-00001,2025.12.2 00:10,5.160850094,9.526087263,0.023586925,1.927030343,0.152675093,67.38949016,823.3179863,59.01792966,100.1980921,OP_A,0
LOT-20251202-00002,2025.12.2 00:20,3.901391439,8.321704577,0.026898645,2.436147735,0.146454705,70.5624418,793.9558667,59.78033071,97.95721137,OP_A,0
LOT-20251202-00003,2025.12.2 00:30,4.087618136,8.990080269,0.025266738,2.075806211,0.142877573,72.10861072,817.2564186,46.74867987,106.4249428,OP_A,0
LOT-20251202-00004,2025.12.2 00:40,4.544215922,9.14370469,0.03141682,2.608867554,0.153431543,79.40350169,786.0523334,55.94603337,101.9517784,OP_A,0
LOT-20251202-00005,2025.12.2 00:50,4.432371444,8.69548301,0.019992793,2.613032682,0.150891194,58.08007416,797.1311293,50.54063256,102.0367407,OP_B,0
LOT-20251202-00006,2025.12.2 01:00,4.739928597,9.497532834,0.032942252,2.074391987,0.157682784,75.00580085,782.1048611,43.07335107,104.4848239,OP_A,0
LOT-20251202-00007,2025.12.2 01:10,4.368459421,8.100793373,0.020545271,2.132242198,0.156579759,60.19573176,796.4269791,46.30118566,98.95382478,OP_A,0
LOT-20251202-00008,2025.12.2 01:20,4.944041405,10.01413415,0.020458136,2.642667802,0.149585397,66.73667497,805.8026143,46.58197883,102.0714561,OP_A,0
LOT-20251202-00009,2025.12.2 01:30,4.79848665,9.765396456,0.026014536,2.651797438,0.143305977,77.15112242,799.3947148,53.89577985,96.41248106,OP_C,0
LOT-20251202-00010,2025.12.2 01:40,4.047198475,8.485195329,0.032151039,2.245668388,0.133528875,67.61156327,783.7641939,,99.76084537,OP_C,0
LOT-20251202-00011,2025.12.2 01:50,5.079289134,9.762062044,0.017864865,1.931845984,0.138663823,69.92186708,778.6927964,55.90012455,98.93120809,OP_A,0
LOT-20251202-00012,2025.12.2 02:00,3.977156558,8.26819999,0.021325147,2.354557799,0.133539421,82.05553127,756.9751043,45.24680035,100.7132068,OP_B,0
LOT-20251202-00013,2025.12.2 02:10,4.423255838,9.086215699,0.019280449,3.022514886,0.150199967,64.44081912,844.8020577,51.43420508,96.92950752,OP_C,0
LOT-20251202-00014,2025.12.2 02:20,3.927203938,7.16285612,0.024656913,2.948627068,0.134233139,79.64983873,772.4161265,46.88152157,97.22027218,OP_C,0
LOT-20251202-00015,2025.12.2 02:30,5.033092355,10.04911414,0.023836402,1.862475547,0.152144094,58.74271833,776.0531131,,105.9901927,OP_A,0
LOT-20251202-00016,2025.12.2 02:40,5.266740758,9.273091496,0.028021203,2.686899331,0.149570486,69.75753599,776.7083927,58.52784185,99.57762734,OP_B,0
LOT-20251202-00017,2025.12.2 02:50,4.908885599,9.246340359,0.019659941,1.440571569,0.143007044,67.445871,785.140298,57.86191609,100.3908236,OP_B,0
LOT-20251202-00018,2025.12.2 03:00,3.399603355,6.773132975,0.020147029,2.125721275,0.15184951,77.86439823,782.5480941,57.4525841,,OP_B,0
LOT-20251202-00019,2025.12.2 03:10,,8.660222082,0.029937138,3.025268862,0.163790913,74.75555539,788.9639669,51.38070334,96.16618728,OP_C,0
LOT-20251202-00020,2025.12.2 03:20,3.998760901,,0.025416907,2.717095249,0.16335756,64.0953372,787.0546592,53.43005151,103.3188661,OP_A,0
LOT-20251202-00021,2025.12.2 03:30,3.626097998,7.30673359,0.02893451,,0.136929543,62.55555125,844.5722149,61.69155434,98.85043804,OP_C,0
LOT-20251202-00022,2025.12.2 03:40,4.654713018,8.751916868,0.03124611,1.720936596,0.154439388,72.95857453,795.9486049,50.72467926,104.2224456,OP_A,0
LOT-20251202-00023,2025.12.2 03:50,5.017107726,10.46350091,0.027955186,2.476297634,0.148306315,76.81206047,777.2930451,39.38885826,102.7477076,OP_A,0
LOT-20251202-00024,2025.12.2 04:00,4.175714193,8.513817524,0.024056034,2.615677191,0.150424968,56.54717115,812.0147088,48.20912946,97.91217216,OP_B,0
LOT-20251202-00025,2025.12.2 04:10,4.152316778,9.144040135,0.016438588,1.586303248,0.13336558,55.00445901,856.2059628,47.70093311,97.44026995,OP_C,0
LOT-20251202-00026,2025.12.2 04:20,5.233692103,9.168183137,0.039525009,3.05435374,0.142705606,76.35328396,785.2206484,41.50068471,99.51200224,OP_B,0
LOT-20251202-00027,2025.12.2 04:30,5.278203183,10.50193864,0.036167379,2.628134724,0.177050672,54.36639706,838.4855201,64.69530823,96.70964326,OP_C,1
LOT-20251202-00028,2025.12.2 04:40,3.553427804,7.279475426,0.025922399,2.552677164,0.144238439,72.24277156,760.1350742,53.4781286,102.3320127,OP_B,0
LOT-20251202-00029,2025.12.2 04:50,4.652455291,9.254142787,0.02545379,2.82631245,0.149554293,70.55600564,805.526256,58.10172654,101.4146156,OP_B,0
LOT-20251202-00030,2025.12.2 05:00,4.698587765,10.04566538,0.027905703,2.296379061,0.151858466,63.95221187,790.6463615,62.58683922,106.2795049,OP_A,0
LOT-20251202-00031,2025.12.2 05:10,4.340167905,8.765093253,0.035546983,3.026566011,0.136895693,69.80277491,813.6204999,53.63536271,102.7823154,OP_A,0
LOT-20251202-00032,2025.12.2 05:20,4.61394921,,0.026414847,2.522691789,0.122333416,73.67086666,800.3900819,61.77193578,100.4576875,OP_B,0
LOT-20251202-00033,2025.12.2 05:30,4.902392071,,0.023675994,2.269079098,0.15663828,84.67500569,763.0436381,37.72910876,105.1820506,OP_A,0
LOT-20251202-00034,2025.12.2 05:40,4.542392641,9.567447307,0.013120013,2.825819114,0.152390867,64.63952082,832.9590058,59.41929511,105.1969348,OP_C,0
LOT-20251202-00035,2025.12.2 05:50,4.534589977,9.508171355,0.028625603,2.709821927,0.155823503,77.51736549,818.0596636,40.57357102,102.9687518,OP_A,0
LOT-20251202-00036,2025.12.2 06:00,3.583736032,7.05353513,0.025833387,3.586740964,0.142817202,69.86751766,824.0960717,40.62394246,99.79914048,OP_B,0
LOT-20251202-00037,2025.12.2 06:10,5.02542883,10.05833475,0.027901302,3.163679,0.15955312,60.00147691,768.0174311,52.49607577,97.98657917,OP_A,0
LOT-20251202-00038,2025.12.2 06:20,4.39246642,9.041791334,0.022238642,1.373900618,0.153909063,76.51237363,829.5366496,45.2711726,93.81028517,OP_B,0
LOT-20251202-00039,2025.12.2 06:30,4.042001372,8.148151745,0.018390769,2.270320717,0.150344009,71.79206001,775.9684847,51.86302416,103.2054147,OP_A,0
LOT-20251202-00040,2025.12.2 06:40,4.550883219,9.20618908,0.021870782,1.87762649,0.162814555,64.9462965,796.1558893,48.99992776,,OP_C,0
LOT-20251202-00041,2025.12.2 06:50,4.377338732,7.593451178,0.006489181,2.721364317,0.153541165,70.86287142,797.3106826,56.73456054,102.5703819,OP_A,0
LOT-20251202-00042,2025.12.2 07:00,3.502648736,7.601529857,0.030504213,1.951849539,0.135483528,71.30980002,779.2808551,37.18192367,103.9286521,OP_B,0
LOT-20251202-00043,2025.12.2 07:10,4.175090543,8.541429097,0.029626479,3.19243241,0.14328224,73.55873463,815.6789384,50.43482868,93.06968969,OP_C,0
LOT-20251202-00044,2025.12.2 07:20,3.971117445,8.431229428,0.017493261,2.554180709,0.149967761,68.28494972,799.0962339,48.56310869,97.88598021,OP_C,0
LOT-20251202-00045,2025.12.2 07:30,4.517258325,9.478424215,0.02983356,1.440774444,0.133178146,69.38910469,787.9189758,39.62822138,94.02081889,OP_C,0
LOT-20251202-00046,2025.12.2 07:40,4.770049311,9.093441973,0.017686208,2.107280885,0.161535859,66.24097585,792.1277674,49.44689652,103.9830584,OP_A,0
LOT-20251202-00047,2025.12.2 07:50,5.261959615,10.55475095,0.024202108,2.76288222,0.134178185,73.22827594,766.9280567,63.76615865,102.4107551,OP_A,0
LOT-20251202-00048,2025.12.2 08:00,4.609093198,9.068275393,0.021863245,1.933569582,,87.73359943,768.4923113,45.72879809,98.18499786,OP_A,0
LOT-20251202-00049,2025.12.2 08:10,4.242877979,8.801489566,0.0183067,1.883684176,0.158672224,75.04259681,823.3191151,38.18513747,98.97164155,OP_C,0
LOT-20251202-00050,2025.12.2 08:20,4.515105671,9.225018343,0.008656547,2.084713105,0.149601906,65.08215359,795.1111918,50.55504908,106.2309416,OP_C,0
LOT-20251202-00051,2025.12.2 08:30,4.166101341,9.605840933,0.030549315,2.67771649,0.136826159,68.1745785,802.2689248,33.41613251,95.23129752,OP_B,0
LOT-20251202-00052,2025.12.2 08:40,3.675476465,,0.019373476,2.561132195,0.149853256,77.37328275,775.4038599,47.7250893,98.77876529,OP_B,0
LOT-20251202-00053,2025.12.2 08:50,5.184277148,10.03821737,0.007343744,1.677583135,0.148915202,71.66178475,799.3209167,61.46571605,,OP_B,0
LOT-20251202-00054,2025.12.2 09:00,5.001708439,9.650976898,,2.739279138,0.151665314,71.14744402,815.308221,58.68229604,101.9967557,OP_C,0
LOT-20251202-00055,2025.12.2 09:10,4.234977575,7.656793885,,2.913062522,0.161638622,81.85038116,752.1294881,38.03951336,94.02756401,OP_A,0
LOT-20251202-00056,2025.12.2 09:20,6.178882218,11.85782351,0.017786739,1.068958924,0.152650802,74.49324056,784.599312,45.52342171,101.3046528,OP_C,0
LOT-20251202-00057,2025.12.2 09:30,4.70906609,8.81582609,0.014919661,2.88163457,0.156978154,,802.4160802,44.49302174,102.0049781,OP_B,0
LOT-20251202-00058,2025.12.2 09:40,3.80056446,7.617211814,0.015245005,2.037961437,0.149314858,81.4430848,818.3705348,61.64036461,98.67239286,OP_B,0
LOT-20251202-00059,2025.12.2 09:50,5.180245796,9.661803528,,2.687782048,0.142612287,63.0323525,756.6632129,55.09976722,95.30272278,OP_B,0
LOT-20251202-00060,2025.12.2 10:00,5.338039913,10.82084297,0.021756674,2.468396418,0.146408151,72.93476492,768.6557305,47.97297945,99.46232012,OP_B,0
LOT-20251202-00061,2025.12.2 10:10,4.306521453,8.058178152,0.022341893,2.187347284,0.147129058,65.28674016,797.1691033,66.28058642,,OP_C,0
LOT-20251202-00062,2025.12.2 10:20,5.241026949,10.13925593,0.020397955,2.812037748,0.140344647,82.36576427,792.2827143,50.40913647,101.0028854,OP_A,0
LOT-20251202-00063,2025.12.2 10:30,5.135573431,9.18639556,0.026963893,2.14268967,0.150620358,68.91883083,813.9701725,49.45615795,95.65561822,OP_A,0
LOT-20251202-00064,2025.12.2 10:40,3.606624452,7.939678644,0.026669808,2.504898491,0.136436523,57.27145142,810.3521419,30.72062427,101.090363,OP_B,0
LOT-20251202-00065,2025.12.2 10:50,,6.599172798,0.027438345,2.903100318,0.135776257,90.04488958,801.7903115,62.88892919,100.7063451,OP_C,0
LOT-20251202-00066,2025.12.2 11:00,5.003836783,10.6043963,0.024540903,2.864610106,0.130250379,72.16902466,783.0680959,51.93327776,102.4378039,OP_B,0
LOT-20251202-00067,2025.12.2 11:10,4.816858512,9.669263187,0.018683909,2.460562057,0.131144027,71.40047864,772.1830216,53.58479491,102.2887794,OP_B,0
LOT-20251202-00068,2025.12.2 11:20,5.39421109,10.22596036,0.031091713,2.6182379,0.150416445,76.14547352,829.8497573,55.71056109,96.15209605,OP_B,0
LOT-20251202-00069,2025.12.2 11:30,4.915923198,8.245537132,0.021327262,3.170901022,0.143883617,64.67255762,790.6927405,45.73238122,101.4134089,OP_C,0
LOT-20251202-00070,2025.12.2 11:40,3.473637424,7.637132392,0.02703827,,0.145137771,47.43706067,836.4939449,47.51612819,94.18948588,OP_B,0
LOT-20251202-00071,2025.12.2 11:50,4.511312001,7.980450372,0.020837507,2.184296911,0.144626748,86.20676842,778.0742705,51.37568266,106.1580549,OP_C,0
LOT-20251202-00072,2025.12.2 12:00,4.562337263,8.58246709,0.011380859,1.970048104,0.136962593,76.52596532,796.5321824,63.34310089,99.4774818,OP_B,0
LOT-20251202-00073,2025.12.2 12:10,4.705482334,8.319079227,0.027271264,2.517146278,0.138975769,62.61571744,823.7418423,49.85949739,94.92411205,OP_B,0
LOT-20251202-00074,2025.12.2 12:20,5.274298474,10.79198219,0.029994732,2.47670104,0.150723698,61.67909661,791.1337399,56.27875229,92.30576697,OP_B,0
LOT-20251202-00075,2025.12.2 12:30,4.393882573,8.510343871,0.018954293,2.534930952,0.156167759,60.80476971,860,48.66457656,101.1631094,OP_B,0
LOT-20251202-00076,2025.12.2 12:40,4.577841697,9.700968353,0.018321654,2.293043749,0.143752263,74.28166029,786.6567742,46.32927605,104.4951233,OP_A,0
LOT-20251202-00077,2025.12.2 12:50,5.832946095,11.07454044,0.029132728,2.739433667,0.138848439,83.82326115,798.8820169,42.29089245,93.03893196,OP_B,0
LOT-20251202-00078,2025.12.2 13:00,5.092456593,,0.019291977,2.023600933,0.15358549,75.74324397,808.0582534,42.71540093,97.07212355,OP_A,0
LOT-20251202-00079,2025.12.2 13:10,4.282403775,8.023971455,0.021029585,2.721533251,0.132365221,77.85296826,773.7380728,40.27287261,99.36792996,OP_C,0
LOT-20251202-00080,2025.12.2 13:20,4.76027828,8.749700583,0.035115498,3.47268782,0.162611789,67.59608463,834.1050048,42.61690846,95.51008393,OP_C,0
LOT-20251202-00081,2025.12.2 13:30,4.995520005,10.31007164,0.022984003,2.527432094,0.150781437,72.67931208,820.2828036,48.49863207,101.6462165,OP_B,0
LOT-20251202-00082,2025.12.2 13:40,5.103588624,11.08453775,0.018129914,2.143343236,0.129401646,93.3928106,767.1084979,41.83501584,103.5631753,OP_A,0
LOT-20251202-00083,2025.12.2 13:50,4.000001341,8.848298111,0.019772484,3.493781425,0.137849321,83.907891,817.8076535,47.60588237,100.0343539,OP_A,0
LOT-20251202-00084,2025.12.2 14:00,4.965718722,9.980672716,0.01725565,2.486286806,0.154353711,68.94560151,826.6390626,59.99732214,,OP_C,0
LOT-20251202-00085,2025.12.2 14:10,5.277761424,11.10664411,0.020998245,3.145235513,0.165289953,72.69113077,805.354894,63.45453295,96.16047713,OP_A,0
