id,timestamp,d50,d90,metal_impurity,lithium_input,additive_ratio,process_time,sintering_temp,humidity,tank_pressure,operator_id,quality_defect
LOT-20251202-00000,2025-12-02 00:00:00,4.328615267719345,8.704278085029667,0.0193649474316962,2.249778186750297,0.1349782049313768,78.06733304015029,774.1319963066987,34.39171849076931,102.82169414917364,OP_A,0
LOT-20251202-00001,2025-12-02 00:10:00,5.160850093975089,9.526087262794416,0.0235869246046743,1.927030342834252,0.1526750934225204,67.38949016292018,823.3179863195887,59.01792965574426,100.19809209268364,OP_A,0
LOT-20251202-00002,2025-12-02 00:20:00,3.901391439252276,8.32170457675247,0.0268986445020488,2.436147735209637,0.1464547051793119,70.5624418005026,793.9558667053365,59.780330709392246,97.95721136678816,OP_A,0
LOT-20251202-00003,2025-12-02 00:30:00,4.087618135957021,8.990080268894236,0.0252667378488052,2.075806211116156,0.1428775727092846,72.10861071848962,817.2564185594346,46.74867986892308,106.42494280261138,OP_A,0
LOT-20251202-00004,2025-12-02 00:40:00,4.544215922409939,9.143704689501002,0.0314168198966641,2.608867553764878,0.1534315426830519,79.4035016910833,786.052333405248,55.946033369627536,101.9517783634741,OP_A,0
LOT-20251202-00005,2025-12-02 00:50:00,4.432371443750714,8.695483009770143,0.0199927933134582,2.6130326817006093,0.1508911939868998,58.08007416076304,797.1311292560567,50.54063255591113,102.03674068921568,OP_B,0
LOT-20251202-00006,2025-12-02 01:00:00,4.739928596803762,9.49753283373594,0.0329422519768292,2.074391987308564,0.1576827835459148,75.0058008547336,782.1048611457113,43.07335107445405,104.48482393370318,OP_A,0
LOT-20251202-00007,2025-12-02 01:10:00,4.368459420942837,8.100793373169306,0.0205452714684488,2.132242197744427,0.1565797588125715,60.1957317611054,796.4269790968052,46.301185658683465,98.95382478325467,OP_A,0
LOT-20251202-00008,2025-12-02 01:20:00,4.944041404909283,10.014134150716586,0.0204581357564159,2.642667802338621,0.1495853969107671,66.73667496704385,805.8026142530554,46.58197882930773,102.07145606220332,OP_A,0
LOT-20251202-00009,2025-12-02 01:30:00,4.798486650485579,9.765396456427265,0.02601453648695,2.651797437860788,0.1433059765979727,77.15112241608523,799.3947147765614,53.895779846284654,96.41248106323287,OP_C,0
LOT-20251202-00011,2025-12-02 01:50:00,5.079289133844069,9.762062044199778,0.0178648654553805,1.9318459839948805,0.1386638231999012,69.92186707548986,778.6927964491919,55.900124547736695,98.93120808681572,OP_A,0
LOT-20251202-00012,2025-12-02 02:00:00,3.977156557801992,8.268199989816143,0.0213251473054518,2.3545577994230658,0.1335394214561154,82.05553127169783,756.9751043236354,45.246800354425645,100.71320680699684,OP_B,0
LOT-20251202-00013,2025-12-02 02:10:00,4.42325583840316,9.086215699494971,0.0192804485954079,3.022514886418531,0.1501999668397176,64.44081912185767,844.8020576568996,51.43420507965053,96.9295075221344,OP_C,0
LOT-20251202-00014,2025-12-02 02:20:00,3.92720393812182,7.162856120168106,0.0246569127349462,2.948627068199643,0.1342331385244369,79.6498387335577,772.4161265090579,46.881521574753855,97.22027217578342,OP_C,0
LOT-20251202-00016,2025-12-02 02:40:00,5.266740757602394,9.273091495848044,0.0280212033544443,2.686899330773361,0.1495704856744534,69.75753599064682,776.7083927455556,58.52784184630115,99.57762734075084,OP_B,0
LOT-20251202-00017,2025-12-02 02:50:00,4.90888559867093,9.246340359063431,0.0196599413239553,1.4405715686346858,0.1430070440146084,67.44587100390669,785.1402979562664,57.86191608818446,100.39082356441864,OP_B,0
LOT-20251202-00022,2025-12-02 03:40:00,4.654713018321942,8.751916868360848,0.0312461099605847,1.7209365959807374,0.1544393879327685,72.95857453137099,795.9486048526434,50.72467925521397,104.22244558394117,OP_A,0
LOT-20251202-00023,2025-12-02 03:50:00,5.017107725967407,10.46350090512844,0.0279551857858504,2.4762976338644607,0.1483063149259441,76.81206047050166,777.2930451182751,39.38885825808349,102.74770762706804,OP_A,0
LOT-20251202-00024,2025-12-02 04:00:00,4.175714193159589,8.513817524242706,0.0240560335101343,2.61567719094484,0.1504249679127122,56.54717115001003,812.0147088025277,48.20912946495601,97.9121721649879,OP_B,0
LOT-20251202-00025,2025-12-02 04:10:00,4.15231677764406,9.14404013527304,0.0164385883394678,1.5863032483125452,0.1333655799816299,55.004459014166514,856.2059628000604,47.70093310760659,97.44026994832356,OP_C,0
LOT-20251202-00026,2025-12-02 04:20:00,5.233692102810078,9.16818313653615,0.0395250086621684,3.054353740179447,0.1427056057263392,76.35328395995097,785.2206483590458,41.5006847051235,99.51200223836528,OP_B,0
LOT-20251202-00027,2025-12-02 04:30:00,5.278203182729194,10.501938635112962,0.0361673792723543,2.628134723907253,0.177050671692404,54.36639705541504,838.4855201304222,64.69530822657052,96.70964326463609,OP_C,1
LOT-20251202-00028,2025-12-02 04:40:00,3.553427803678064,7.279475426411974,0.0259223993370876,2.552677164142084,0.144238439287699,72.24277156150997,760.1350742319795,53.47812859573295,102.33201272818523,OP_B,0
LOT-20251202-00029,2025-12-02 04:50:00,4.65245529093551,9.25414278741403,0.0254537902933118,2.82631245022836,0.1495542932766846,70.5560056373499,805.526255977328,58.10172654255863,101.41461556763542,OP_B,0
LOT-20251202-00030,2025-12-02 05:00:00,4.698587765020312,10.045665380220504,0.0279057034003579,2.2963790607816432,0.151858465525565,63.95221186977559,790.6463614545548,62.58683921980194,106.2795049267918,OP_A,0
LOT-20251202-00031,2025-12-02 05:10:00,4.340167904690007,8.76509325349709,0.0355469827737488,3.026566010876371,0.1368956931558552,69.80277490631319,813.6204999275976,53.6353627057149,102.78231544467454,OP_A,0
LOT-20251202-00034,2025-12-02 05:40:00,4.542392640556209,9.567447307005253,0.0131200130616261,2.8258191144097893,0.1523908667892957,64.63952082243995,832.9590057777237,59.41929511182155,105.19693481622984,OP_C,0
LOT-20251202-00035,2025-12-02 05:50:00,4.53458997717539,9.50817135519774,0.0286256034060968,2.709821927285424,0.1558235034241766,77.51736548698148,818.0596635756406,40.57357101508107,102.96875180378456,OP_A,0
LOT-20251202-00036,2025-12-02 06:00:00,3.583736032131122,7.053535129737956,0.0258333865420505,3.586740964367489,0.1428172015763372,69.86751765967726,824.0960716528359,40.62394245924148,99.7991404813054,OP_B,0
LOT-20251202-00037,2025-12-02 06:10:00,5.025428829777339,10.05833475371372,0.0279013021519166,3.1636790002199278,0.1595531203610669,60.00147690865782,768.017431072008,52.49607577240995,97.98657916781026,OP_A,0
LOT-20251202-00038,2025-12-02 06:20:00,4.392466420119065,9.041791334485502,0.0222386424381568,1.3739006182145057,0.1539090632279335,76.51237363378405,829.5366496272712,45.27117259847115,93.81028516958575,OP_B,0
LOT-20251202-00039,2025-12-02 06:30:00,4.0420013716105645,8.148151744540062,0.0183907689527961,2.2703207167170727,0.1503440089269869,71.79206000943911,775.9684847291026,51.86302416109735,103.20541466796712,OP_A,0
LOT-20251202-00041,2025-12-02 06:50:00,4.377338731992055,7.593451178080183,0.0064891813118756,2.7213643165317656,0.1535411650132409,70.86287141577657,797.3106826163092,56.734560535120494,102.5703819476996,OP_A,0
LOT-20251202-00042,2025-12-02 07:00:00,3.502648736219753,7.601529857309784,0.0305042127975292,1.951849538740652,0.1354835278589386,71.30980001974773,779.2808551157077,37.181923671528594,103.92865205458158,OP_B,0
LOT-20251202-00043,2025-12-02 07:10:00,4.175090542930265,8.541429097452319,0.029626478727949,3.1924324103703787,0.1432822396636166,73.55873463278981,815.6789384300018,50.43482868312306,93.06968969010208,OP_C,0
LOT-20251202-00044,2025-12-02 07:20:00,3.971117444907795,8.431229428285592,0.0174932610976281,2.5541807090137705,0.1499677609665695,68.28494972157486,799.0962338962319,48.56310868934833,97.88598021139036,OP_C,0
LOT-20251202-00045,2025-12-02 07:30:00,4.517258324968248,9.478424214783724,0.0298335601633175,1.4407744441673724,0.1331781460255718,69.38910469407345,787.9189758013181,39.62822137540192,94.02081888683752,OP_C,0
LOT-20251202-00046,2025-12-02 07:40:00,4.770049310664616,9.093441973121784,0.0176862081813569,2.107280884871352,0.1615358588956939,66.24097585010648,792.1277674095163,49.44689652219088,103.98305839680307,OP_A,0
LOT-20251202-00047,2025-12-02 07:50:00,5.261959615155565,10.554750945003862,0.0242021084007568,2.7628822197755447,0.1341781848462296,73.22827594121313,766.9280566814373,63.76615864932787,102.4107550581358,OP_A,0
LOT-20251202-00049,2025-12-02 08:10:00,4.242877978831089,8.801489565961298,0.018306699860757,1.883684176093149,0.1586722241657198,75.04259680779995,823.3191150582632,38.18513746523415,98.97164154740686,OP_C,0
LOT-20251202-00050,2025-12-02 08:20:00,4.515105671431495,9.225018342623446,0.0086565468952402,2.0847131053321397,0.1496019059331707,65.08215359291319,795.1111918315535,50.55504908106223,106.23094158716124,OP_C,0
LOT-20251202-00051,2025-12-02 08:30:00,4.166101341476769,9.605840933252324,0.0305493149589361,2.677716489985579,0.1368261588701039,68.17457849783871,802.2689247907683,33.416132512069666,95.2312975200731,OP_B,0
LOT-20251202-00056,2025-12-02 09:20:00,6.17888221814607,11.857823514052892,0.0177867393726961,1.0689589238527837,0.152650802095003,74.49324055801476,784.5993119969003,45.52342171160409,101.30465281439096,OP_C,0
LOT-20251202-00058,2025-12-02 09:40:00,3.800564460107198,7.617211813712161,0.0152450046435802,2.037961436668144,0.1493148581680545,81.44308479953396,818.3705347781275,61.64036461016569,98.67239286432344,OP_B,0
LOT-20251202-00060,2025-12-02 10:00:00,5.338039913480194,10.820842973673088,0.0217566735998994,2.468396417923501,0.1464081512861993,72.93476492486411,768.6557305055092,47.97297944841588,99.46232012365074,OP_B,0
LOT-20251202-00062,2025-12-02 10:20:00,5.241026949286017,10.139255931023484,0.0203979545658986,2.81203774778708,0.1403446472257028,82.36576426717845,792.2827143180593,50.409136468417294,101.00288538549314,OP_A,0
LOT-20251202-00063,2025-12-02 10:30:00,5.135573430726614,9.186395560056347,0.0269638926105874,2.142689670185927,0.1506203581207438,68.91883083413225,813.9701725167889,49.45615795212476,95.65561822175484,OP_A,0
